2022-03-17 15:41:03,924 INFO  Logger.cs: 70 - 
2022-03-17 15:46:07,102 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Mid-2
2022-03-17 15:46:07,118 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Left-1
2022-03-17 15:46:07,118 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Left-1
2022-03-17 15:46:07,118 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Left-1
2022-03-17 15:46:07,118 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Right-1
2022-03-17 15:46:07,118 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Right-1
2022-03-17 15:46:07,118 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Right-1
2022-03-17 15:46:07,343 INFO  SwAddin.cs: 316 - Loading config tree
2022-03-17 15:46:07,347 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2022-03-17 15:46:07,349 INFO  SwAddin.cs: 321 - Showing property manager
2022-03-17 15:46:13,369 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:46:13,870 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:46:19,204 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:46:58,267 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:47:23,095 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:47:27,184 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:47:41,863 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2022-03-17 15:47:43,631 INFO  ExportHelperExtension.cs: 338 - Creating joint left_comp
2022-03-17 15:47:43,631 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2022-03-17 15:47:43,631 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2022-03-17 15:47:43,631 INFO  ExportHelperExtension.cs: 1422 - Component 24 is already fixed
2022-03-17 15:47:43,771 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2022-03-17 15:47:43,771 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2022-03-17 15:47:43,771 INFO  ExportHelperExtension.cs: 852 - L1: 0
2022-03-17 15:47:43,771 INFO  ExportHelperExtension.cs: 860 - L2: 0
2022-03-17 15:47:44,679 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child left_comp failed
2022-03-17 15:47:44,694 INFO  ExportHelperExtension.cs: 338 - Creating joint right_comp
2022-03-17 15:47:44,694 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2022-03-17 15:47:44,694 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2022-03-17 15:47:44,694 INFO  ExportHelperExtension.cs: 1422 - Component 24 is already fixed
2022-03-17 15:47:44,818 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2022-03-17 15:47:44,818 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2022-03-17 15:47:44,818 INFO  ExportHelperExtension.cs: 852 - L1: 0
2022-03-17 15:47:44,818 INFO  ExportHelperExtension.cs: 860 - L2: 0
2022-03-17 15:47:45,678 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child right_comp failed
2022-03-17 15:47:45,798 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assem
2022-03-17 15:47:45,802 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Assem
2022-03-17 15:47:45,802 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [CoordSys] in Assem
2022-03-17 15:47:45,802 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-03-17 15:47:45,802 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Mid-2
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Mid-2
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Mid-2
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Left-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Left-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Left-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Right-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Right-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Right-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Assem
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Assem
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Assem
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Mid-2
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Mid-2
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Mid-2
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Left-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Left-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Left-1
2022-03-17 15:47:45,854 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Right-1
2022-03-17 15:47:45,870 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Right-1
2022-03-17 15:47:45,870 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Right-1
2022-03-17 15:47:45,926 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-17 15:48:08,602 INFO  SwAddin.cs: 271 - Assembly export called for file Assem
2022-03-17 15:48:08,602 INFO  SwAddin.cs: 276 - Save is required
2022-03-17 15:48:08,602 INFO  SwAddin.cs: 290 - Saving assembly
2022-03-17 15:48:08,769 INFO  SwAddin.cs: 293 - Opening property manager
2022-03-17 15:48:08,770 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assem
2022-03-17 15:48:08,771 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Assem
2022-03-17 15:48:08,771 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [CoordSys] in Assem
2022-03-17 15:48:08,772 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-03-17 15:48:08,772 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-03-17 15:48:08,773 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Mid-2
2022-03-17 15:48:08,773 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Mid-2
2022-03-17 15:48:08,774 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Mid-2
2022-03-17 15:48:08,774 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Left-1
2022-03-17 15:48:08,775 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Left-1
2022-03-17 15:48:08,775 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Left-1
2022-03-17 15:48:08,776 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Right-1
2022-03-17 15:48:08,776 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Right-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Right-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Assem
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Assem
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Assem
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Mid-2
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Mid-2
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Mid-2
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Left-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Left-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Left-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Right-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Right-1
2022-03-17 15:48:08,777 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Right-1
2022-03-17 15:48:08,988 INFO  SwAddin.cs: 316 - Loading config tree
2022-03-17 15:48:08,992 INFO  Serialization.cs: 275 - URDF Configuration found
